codigo_municipio;nome_municipio;ec_por_1000_trabalhadores
3526902;Limeira;75,99
3138625;Limeira do Oeste;4,26
2608909;Limoeiro;34,05
2704203;Limoeiro de Anadia;48,31
1504000;Limoeiro do Ajuru;0,77
2307601;Limoeiro do Norte;23,95
4113452;Lindoeste;2,04
4311627;Lindolfo Collor;0,41
3527009;Lindóia;1,95
4209854;Lindóia do Sul;12,74
4311643;Linha Nova;0
3203205;Linhares;21,24
3527108;Lins;10,65
2508505;Livramento;3,31
2919504;Livramento de Nossa Senhora;19,67
1712405;Lizarda;4,41
4113502;Loanda;20,55
4113601;Lobato;35,43
2508554;Logradouro;0
4113700;Londrina;43,92
3138658;Lontra;55,62
4209904;Lontras;35,56
3527207;Lorena;25,7
2106102;Loreto;4,93
3527256;Lourdes;0
3527306;Louveira;85,92
5105259;Lucas do Rio Verde;21,12
2508604;Lucena;3,79
3527504;Lucianópolis;0
5105309;Luciara;2,44
2406908;Lucrécia;6,78
3527405;Lucélia;5,86
3138674;Luisburgo;10,72
3138682;Luislândia;0
4210001;Luiz Alves;10
4113734;Luiziana;7,31
3527702;Luiziânia;7,79
3138708;Luminárias;3,94
4113759;Lunardelli;11,02
4113809;Lupionópolis;14,65
3527801;Lupércio;0
3527900;Lutécia;4,07
3138807;Luz;27,84
4210035;Luzerna;5,53
2205805;Luzilândia;17,6
1712454;Luzinópolis;15,05
5212501;Luziânia;25,12
3527603;Luís Antônio;2,96
2205706;Luís Correia;8,89
2106201;Luís Domingues;20,07
2919553;Luís Eduardo Magalhães;19,04
2407005;Luís Gomes;3,32
1302405;Lábrea;8,45
2919603;Macajuba;16,46
2803708;Macambira;118,42
2609006;Macaparana;26,8
1600303;Macapá;20,1
2919702;Macarani;12,44
3528007;Macatuba;5,74
2407203;Macau;8,6
3528106;Macaubal;9,28
3302403;Macaé;17,02
2407104;Macaíba;10,85
2919801;Macaúbas;22,67
3528205;Macedônia;28,32
2704302;Maceió;21,89
3138906;Machacalis;38,82
4311700;Machadinho;15,35
1100130;Machadinho D'Oeste;9,42
3139003;Machado;12,89
2609105;Machados;9,52
4210050;Macieira;0
3302452;Macuco;8,79
2919900;Macururé;8,81
2307635;Madalena;4,99
2205854;Madeiro;14,08
2919926;Madre de Deus;14,87
3139102;Madre de Deus de Minas;1,62
2919959;Maetinga;5,11
4210100;Mafra;17,37
1504109;Magalhães Barata;0
2106300;Magalhães de Almeida;13,21
3528304;Magda;1,34
3302502;Magé;26,21
2920007;Maiquinique;7,57
2920106;Mairi;38,7
3528403;Mairinque;11,18
3528502;Mairiporã;28,45
5212600;Mairipotaba;3,47
4210209;Major Gercino;6,42
2704401;Major Isidoro;9,3
2407252;Major Sales;76,12
4210308;Major Vieira;8,47
3139201;Malacacheta;10,74
2920205;Malhada;0
2920304;Malhada de Pedras;12,33
2803807;Malhada dos Bois;13,87
2803906;Malhador;75,77
4113908;Mallet;5,69
2508802;Malta;0
2508901;Mamanguape;6,61
5212709;Mambaí;20,15
4114005;Mamborê;7,97
3139250;Mamonas;7,35
4311734;Mampituba;0
1302504;Manacapuru;4,83
1302553;Manaquiri;0
2609154;Manari;10,62
1302603;Manaus;69,54
2509008;Manaíra;6,98
4114203;Mandaguari;8,87
4114104;Mandaguaçu;30,45
4114302;Mandirituba;6,33
3528601;Manduri;15,79
4114351;Manfrinópolis;0
3139300;Manga;9,15
3302601;Mangaratiba;19,49
4114401;Mangueirinha;13,32
3139409;Manhuaçu;19,53
3139508;Manhumirim;25,75
1302702;Manicoré;3,61
2205904;Manoel Emídio;0
4114500;Manoel Ribas;25,07
1200344;Manoel Urbano;10,9
4311759;Manoel Viana;6,63
2920403;Manoel Vitorino;25,43
2920452;Mansidão;0
3139607;Mantena;33,48
3203304;Mantenópolis;27,41
4311775;Maquiné;4,64
2704906;Mar Vermelho;0
3139805;Mar de Espanha;14,65
5212808;Mara Rosa;12,51
1504208;Marabá;22,53
3528700;Marabá Paulista;0
5005400;Maracaju;17,41
4210407;Maracajá;2,54
2307650;Maracanaú;18,29
1504307;Maracanã;1,73
2106326;Maracaçumé;17,16
3528809;Maracaí;23,05
2920502;Maracás;24,94
2704500;Maragogi;20,21
2920601;Maragogipe;5,01
2609204;Maraial;0
2106359;Marajá do Sena;0
2307700;Maranguape;11,13
2106375;Maranhãozinho;0
1504406;Marapanim;8,45
3528858;Marapoama;3,1
3203320;Marataízes;24,47
4311791;Maratá;5,12
4311809;Marau;21,62
2704609;Maravilha;6,19
4210506;Maravilha;26,5
3139706;Maravilhas;14,86
1302801;Maraã;0
2920700;Maraú;14,47
2509057;Marcação;17,86
4311908;Marcelino Ramos;31,91
2407302;Marcelino Vieira;0
5105580;Marcelândia;20,5
2920809;Marcionílio Souza;33,38
2307809;Marco;12,43
2205953;Marcolândia;6,87
2206001;Marcos Parente;11,76
4114609;Marechal Cândido Rondon;28,38
2704708;Marechal Deodoro;5,79
3203346;Marechal Floriano;19,47
1200351;Marechal Thaumaturgo;0,42
4210555;Marema;0
2509107;Mari;11,84
4114708;Maria Helena;0
3139904;Maria da Fé;18,76
4114807;Marialva;22,81
3140001;Mariana;7,98
4311981;Mariana Pimentel;10,44
4312005;Mariano Moro;0
1712504;Marianópolis do Tocantins;6,46
2704807;Maribondo;6,98
3302700;Maricá;36,58
3140100;Marilac;11,09
4115002;Marilena;16,54
4115101;Mariluz;14,19
3203353;Marilândia;9,94
4114906;Marilândia do Sul;3,09
4115200;Maringá;55,24
3529104;Marinópolis;10,55
4115358;Maripá;17,86
3140209;Maripá de Minas;2,99
1504422;Marituba;11,27
2509156;Marizópolis;3,66
3528908;Mariápolis;5,14
4115309;Mariópolis;87,4
3140308;Marliéria;2,01
4115408;Marmeleiro;14,99
3140407;Marmelópolis;11,14
4312054;Marques de Souza;9,54
4115457;Marquinho;10,99
3140506;Martinho Campos;9,39
2407401;Martins;127,99
3140530;Martins Soares;7,68
2307908;Martinópole;2,7
3529203;Martinópolis;15,74
2804003;Maruim;5,3
4115507;Marumbi;65,99
5212907;Marzagão;5,42
3529005;Marília;24,19
2920908;Mascote;1,93
2308005;Massapê;19,19
2206050;Massapê do Piauí;0
2509206;Massaranduba;0
4210605;Massaranduba;7,84
4312104;Mata;12,55
2705002;Mata Grande;15,01
2106409;Mata Roma;0
3140555;Mata Verde;12,2
2921005;Mata de São João;11,55
2509305;Mataraca;10,2
1712702;Mateiros;0
4115606;Matelândia;3,89
3140605;Materlândia;81,08
3140704;Mateus Leme;11,11
3171501;Mathias Lobato;553,02
3140803;Matias Barbosa;6,62
3140852;Matias Cardoso;0,76
2206100;Matias Olímpio;25,38
2921054;Matina;14,24
2106508;Matinha;8,61
2509339;Matinhas;11,67
4115705;Matinhos;24,54
3140902;Matipó;17,71
4312138;Mato Castelhano;0
2509370;Mato Grosso;0
4312153;Mato Leitão;11,41
4312179;Mato Queimado;8,85
4115739;Mato Rico;4,82
3141009;Mato Verde;20,68
4210704;Matos Costa;0
3141108;Matozinhos;5,6
5212956;Matrinchã;3,73
2705101;Matriz de Camaragibe;4,45
5105606;Matupá;30,9
2509396;Maturéia;9,9
3141207;Matutina;23,26
3529302;Matão;10,14
2106607;Matões;2,44
2106631;Matões do Norte;1,12
5213004;Maurilândia;10,09
1712801;Maurilândia do Tocantins;8,88
2308104;Mauriti;4,59
3529401;Mauá;18,27
4115754;Mauá da Serra;18,96
1302900;Maués;4,39
2407500;Maxaranguape;13,16
4312203;Maximiliano de Almeida;6,02
1600402;Mazagão;0
4311718;Maçambará;0
3141306;Medeiros;6,78
2921104;Medeiros Neto;11,24
4115804;Medianeira;14,73
1504455;Medicilândia;7,06
3141405;Medina;37,18
4210803;Meleiro;15,64
1504505;Melgaço;0
3302809;Mendes;17,22
3141504;Mendes Pimentel;4,83
3529500;Mendonça;2,24
4115853;Mercedes;3,7
3141603;Mercês;20,35
3529609;Meridiano;0
2308203;Meruoca;4,17
3141702;Mesquita;8,13
3302858;Mesquita;16,15
2705200;Messias;20,88
2407609;Messias Targino;5,52
3529658;Mesópolis;0
2206209;Miguel Alves;14,91
2921203;Miguel Calmon;35,73
2206308;Miguel Leão;0
3302908;Miguel Pereira;69,92
3529708;Miguelópolis;8,31
2308302;Milagres;10,59
2921302;Milagres;20,58
2106672;Milagres do Maranhão;0
2308351;Milhã;25,25
2206357;Milton Brandão;0
5213053;Mimoso de Goiás;0
3203403;Mimoso do Sul;9,3
2705309;Minador do Negrão;2,1
3141801;Minas Novas;19,15
4312252;Minas do Leão;3,38
5213087;Minaçu;15,72
3141900;Minduri;1,01
5213103;Mineiros;19,16
3529807;Mineiros do Tietê;35,53
1101203;Ministro Andreazza;12,84
3530003;Mira Estrela;7,59
3142007;Mirabela;8,19
3529906;Miracatu;6,52
3303005;Miracema;20,52
1713205;Miracema do Tocantins;9,54
2106706;Mirador;4,74
4115903;Mirador;0
3142106;Miradouro;15,04
4312302;Miraguaí;4,05
5005608;Miranda;15,32
2106755;Miranda do Norte;15,38
2609303;Mirandiba;6,63
3530102;Mirandópolis;19,29
2921401;Mirangaba;9,83
1713304;Miranorte;3,82
2921450;Mirante;2,74
1101302;Mirante da Serra;28,52
3530201;Mirante do Paranapanema;1,77
4116000;Miraselva;0
3530300;Mirassol;27,23
5105622;Mirassol d'Oeste;21,49
3530409;Mirassolândia;5,91
3142254;Miravânia;0
3142205;Miraí;8,93
2308377;Miraíma;1,47
4210852;Mirim Doce;5,57
2106805;Mirinzal;7,53
4116059;Missal;10,96
2308401;Missão Velha;2,89
1504604;Mocajuba;5,88
3530508;Mococa;16,72
4210902;Modelo;10,8
3142304;Moeda;3,77
3142403;Moema;22,71
2509404;Mogeiro;0,82
3530706;Mogi Guaçu;15,14
3530805;Mogi Mirim;10,6
3530607;Mogi das Cruzes;24,07
5213400;Moiporá;0
2804102;Moita Bonita;13,72
1504703;Moju;1,98
1504752;Mojuí dos Campos;2,69
2308500;Mombaça;11,89
3530904;Mombuca;1,08
4211009;Mondaí;11,47
3531100;Mongaguá;5,87
3142502;Monjolos;0
2206407;Monsenhor Gil;1,08
2206506;Monsenhor Hipólito;3,99
3142601;Monsenhor Paulo;9,85
2308609;Monsenhor Tabosa;5
2509503;Montadas;0
3142700;Montalvânia;65,82
3203502;Montanha;16,91
2407708;Montanhas;29,45
4312351;Montauri;0
1504802;Monte Alegre;19,44
2407807;Monte Alegre;7,92
5213509;Monte Alegre de Goiás;0
3142809;Monte Alegre de Minas;8,46
2804201;Monte Alegre de Sergipe;34,19
2206605;Monte Alegre do Piauí;0,84
3531209;Monte Alegre do Sul;4,09
4312377;Monte Alegre dos Campos;0
3531308;Monte Alto;32,91
3531407;Monte Aprazível;15,36
3142908;Monte Azul;16,22
3531506;Monte Azul Paulista;8,79
3143005;Monte Belo;8,15
4312385;Monte Belo do Sul;21,14
4211058;Monte Carlo;41,78
3143104;Monte Carmelo;29,81
3531605;Monte Castelo;16,44
4211108;Monte Castelo;11,58
3143153;Monte Formoso;3,09
2509602;Monte Horebe;0
3531803;Monte Mor;5,13
1101401;Monte Negro;19,77
2921500;Monte Santo;6,34
3143203;Monte Santo de Minas;10,93
1713700;Monte Santo do Tocantins;0
3143401;Monte Sião;3,99
2407906;Monte das Gameleiras;0
1713601;Monte do Carmo;6,48
2509701;Monteiro;38,03
3531704;Monteiro Lobato;45,45
2705408;Monteirópolis;0
4312401;Montenegro;31,34
2107001;Montes Altos;0
3143302;Montes Claros;31,75
5213707;Montes Claros de Goiás;12
3143450;Montezuma;61,64
5213756;Montividiu;7,05
5213772;Montividiu do Norte;0
2106904;Monção;1,55
3531001;Monções;0
2308708;Morada Nova;6,14
3143500;Morada Nova de Minas;6,57
2308807;Moraújo;1,85
2614303;Moreilândia;19,52
4116109;Moreira Sales;7,57
2609402;Moreno;21,01
4312427;Mormaço;2,21
2921609;Morpará;1,89
4116208;Morretes;39,59
2308906;Morrinhos;6,3
5213806;Morrinhos;18,7
4312443;Morrinhos do Sul;9,32
3531902;Morro Agudo;7,79
5213855;Morro Agudo de Goiás;7,26
2206654;Morro Cabeça no Tempo;0
4211256;Morro Grande;0
4312450;Morro Redondo;4,1
4312476;Morro Reuter;19,88
4211207;Morro da Fumaça;47,94
3143609;Morro da Garça;0
2921708;Morro do Chapéu;19,64
2206670;Morro do Chapéu do Piauí;0
3143708;Morro do Pilar;0
2107100;Morros;18,79
2921807;Mortugaba;10,65
3532009;Morungaba;4,4
2408003;Mossoró;24,85
5213905;Mossâmedes;21,57
4312500;Mostardas;2,24
3532058;Motuca;1,27
5214002;Mozarlândia;12,48
1504901;Muaná;0
1400308;Mucajaí;3,26
2309003;Mucambo;4,57
2921906;Mucugê;2,59
2922003;Mucuri;12,13
3203601;Mucurici;23,67
4312617;Muitos Capões;0
4312625;Muliterno;0
2309102;Mulungu;18,78
2509800;Mulungu;8,87
2922052;Mulungu do Morro;3,08
2922102;Mundo Novo;14,57
5005681;Mundo Novo;15,62
5214051;Mundo Novo;4,02
3143807;Munhoz;3,15
4116307;Munhoz de Melo;0
2922201;Muniz Ferreira;10,06
3203700;Muniz Freire;28,96
3203809;Muqui;6,39
2922250;Muquém de São Francisco;5,69
3143906;Muriaé;29,98
2804300;Muribeca;1,86
2705507;Murici;6,52
2206696;Murici dos Portelas;19,11
1713957;Muricilândia;11,41
2922300;Muritiba;10,21
3532108;Murutinga do Sul;32,72
3144003;Mutum;8,11
5214101;Mutunópolis;4,95
2922409;Mutuípe;4,66
3144102;Muzambinho;23,39
4312609;Muçum;0,43
3140159;Mário Campos;12,78
1200336;Mâncio Lima;8,76
2508703;Mãe d'Água;11,24
1504059;Mãe do Rio;17,12
3144201;Nacip Raydan;0
3532157;Nantes;0
3144300;Nanuque;22,4
3144359;Naque;7,4
3532207;Narandiba;0
2408102;Natal;25,39
3144375;Natalândia;1,75
1714203;Natividade;12,23
3303104;Natividade;25,64
3532306;Natividade da Serra;5,57
2509909;Natuba;0
3144409;Natércia;10,84
4211306;Navegantes;16,91
5005707;Naviraí;13,05
3144508;Nazareno;0,4
2510006;Nazarezinho;0
1714302;Nazaré;0
2922508;Nazaré;3,6
3532405;Nazaré Paulista;22,29
2609501;Nazaré da Mata;19,89
2206704;Nazaré do Piauí;9,06
2206720;Nazária;1,96
5214408;Nazário;5,24
3144607;Nepomuceno;22,46
5214507;Nerópolis;30,75
3532504;Neves Paulista;1,99
2804409;Neópolis;29,79
1303007;Nhamundá;1,31
3532603;Nhandeara;24,48
4312674;Nicolau Vergueiro;0
2922607;Nilo Peçanha;9,09
3303203;Nilópolis;26,61
2107209;Nina Rodrigues;0
3144656;Ninheira;6,16
5005806;Nioaque;9,38
3532702;Nipoã;0
5214606;Niquelândia;7,56
3303302;Niterói;55,25
5105903;Nobres;32,16
4312708;Nonoai;13,07
2922656;Nordestina;13,49
1400407;Normandia;0,32
5106000;Nortelândia;6,25
2804458;Nossa Senhora Aparecida;10,32
2804508;Nossa Senhora da Glória;16,86
2804607;Nossa Senhora das Dores;19,24
4116406;Nossa Senhora das Graças;0
2804706;Nossa Senhora de Lourdes;17,34
2206753;Nossa Senhora de Nazaré;0
5106109;Nossa Senhora do Livramento;1,46
2804805;Nossa Senhora do Socorro;7,79
2206803;Nossa Senhora dos Remédios;0
3532801;Nova Aliança;4,71
4116505;Nova Aliança do Ivaí;0
4312757;Nova Alvorada;0,86
5006002;Nova Alvorada do Sul;10,03
5214705;Nova América;29,7
4116604;Nova América da Colina;2,06
5006200;Nova Andradina;24,47
4312807;Nova Araçá;6,71
4116703;Nova Aurora;3,79
5214804;Nova Aurora;0
5106158;Nova Bandeirantes;23,14
4312906;Nova Bassano;27,42
3144672;Nova Belém;0
4312955;Nova Boa Vista;1,18
5106208;Nova Brasilândia;8,2
1100148;Nova Brasilândia D'Oeste;18,81
4313003;Nova Bréscia;34,7
3532827;Nova Campina;2,22
2922706;Nova Canaã;4,26
3532843;Nova Canaã Paulista;0
5106216;Nova Canaã do Norte;22,8
4313011;Nova Candelária;0
4116802;Nova Cantu;8,38
3532868;Nova Castilho;12,62
2107258;Nova Colinas;0
5214838;Nova Crixás;8,9
2408300;Nova Cruz;31,99
3144706;Nova Era;10,2
4211405;Nova Erechim;10,03
4116901;Nova Esperança;15,92
1504950;Nova Esperança do Piriá;0
4116950;Nova Esperança do Sudoeste;8,97
4313037;Nova Esperança do Sul;4,01
3532900;Nova Europa;2,93
2510105;Nova Floresta;2,9
3303401;Nova Friburgo;28,73
2922730;Nova Fátima;19,31
4117008;Nova Fátima;12,03
5214861;Nova Glória;3,66
3533007;Nova Granada;20,45
5108808;Nova Guarita;6,2
3533106;Nova Guataporanga;15,09
4313060;Nova Hartz;12,77
2922755;Nova Ibiá;1,21
3303500;Nova Iguaçu;26,92
5214879;Nova Iguaçu de Goiás;0
3533205;Nova Independência;0
2107308;Nova Iorque;0
1504976;Nova Ipixuna;0
4211454;Nova Itaberaba;4,56
2922805;Nova Itarana;6,76
5106182;Nova Lacerda;9,1
4117057;Nova Laranjeiras;14,01
3144805;Nova Lima;40,75
4117107;Nova Londrina;17,92
3533304;Nova Luzitânia;108,02
1100338;Nova Mamoré;23,06
5108857;Nova Marilândia;1,08
5108907;Nova Maringá;4,78
5108956;Nova Monte Verde;22,84
5106224;Nova Mutum;18,25
3144904;Nova Módica;0
5106174;Nova Nazaré;0
3533403;Nova Odessa;53,51
1714880;Nova Olinda;2,82
2309201;Nova Olinda;11,23
2510204;Nova Olinda;1,42
2107357;Nova Olinda do Maranhão;1,58
1303106;Nova Olinda do Norte;0
4117206;Nova Olímpia;1,81
5106232;Nova Olímpia;2,91
4313102;Nova Palma;3,68
2510303;Nova Palmeira;11,98
4313201;Nova Petrópolis;24,91
3145000;Nova Ponte;10,83
3145059;Nova Porteirinha;7,8
4313300;Nova Prata;70,53
4117255;Nova Prata do Iguaçu;17,24
4313086;Nova Pádua;54,28
4313334;Nova Ramada;0
2922854;Nova Redenção;0
3145109;Nova Resende;10,27
5214903;Nova Roma;3,82
4313359;Nova Roma do Sul;5,05
1715002;Nova Rosalândia;0
2309300;Nova Russas;32,19
4117214;Nova Santa Bárbara;3,69
5106190;Nova Santa Helena;14,6
2207959;Nova Santa Rita;0
4313375;Nova Santa Rita;39,08
4117222;Nova Santa Rosa;78,1
3145208;Nova Serrana;22,79
2922904;Nova Soure;4,99
4117271;Nova Tebas;6,22
1505007;Nova Timboteua;71,51
4211504;Nova Trento;15,03
5106240;Nova Ubiratã;1,34
1101435;Nova União;16,34
3136603;Nova União;28,24
4211603;Nova Veneza;9,48
5215009;Nova Veneza;9,24
3203908;Nova Venécia;30,9
2923001;Nova Viçosa;3,19
5106257;Nova Xavantina;14,19
3533254;Novais;2,43
1715101;Novo Acordo;0
1303205;Novo Airão;0
1715150;Novo Alegre;11,32
1303304;Novo Aripuanã;3,37
4313490;Novo Barreiro;3,93
5215207;Novo Brasil;4,07
4313391;Novo Cabrais;3,65
3145307;Novo Cruzeiro;60,98
5215231;Novo Gama;17,29
4313409;Novo Hamburgo;40,69
2923035;Novo Horizonte;0
3533502;Novo Horizonte;9,25
4211652;Novo Horizonte;7,62
5106273;Novo Horizonte do Norte;12,1
1100502;Novo Horizonte do Oeste;6,42
5006259;Novo Horizonte do Sul;5,01
4117297;Novo Itacolomi;0
1715259;Novo Jardim;0
2705606;Novo Lino;4,31
4313425;Novo Machado;10,64
5106265;Novo Mundo;7,78
2309409;Novo Oriente;9,33
3145356;Novo Oriente de Minas;55,38
2206902;Novo Oriente do Piauí;7,69
5215256;Novo Planalto;5,96
1505031;Novo Progresso;23,99
1505064;Novo Repartimento;24,02
2206951;Novo Santo Antônio;0
5106315;Novo Santo Antônio;0
5106281;Novo São Joaquim;6,68
4313441;Novo Tiradentes;6,33
2923050;Novo Triunfo;10,55
4313466;Novo Xingu;26,82
3145372;Novorizonte;0
3533601;Nuporanga;1,85
4312658;Não-Me-Toque;8,3
2408201;Nísia Floresta;35,73
2309458;Ocara;15,03
3533700;Ocauçu;0,87
2207009;Oeiras;23,84
1505205;Oeiras do Pará;4,36
1600501;Oiapoque;12,59
3145406;Olaria;0
2207108;Olho D'Água do Piauí;0
2510402;Olho d'Água;0
2705903;Olho d'Água Grande;4,07
2107407;Olho d'Água das Cunhãs;0,87
2705705;Olho d'Água das Flores;104,37
2705804;Olho d'Água do Casado;0
2408409;Olho-d'Água do Borges;0
3145455;Olhos d'Água;2,22
2609600;Olinda;32,67
2107456;Olinda Nova do Maranhão;1,58
2923100;Olindina;5,21
2510501;Olivedos;0
3145604;Oliveira;14,28
3145703;Oliveira Fortes;0
1715507;Oliveira de Fátima;0
2923209;Oliveira dos Brejinhos;9,29
2706000;Olivença;4,73
3533908;Olímpia;75,58
3145505;Olímpio Noronha;2,36
3534005;Onda Verde;0
3145802;Onça de Pitangui;0
3145851;Oratórios;0
3534104;Oriente;1,9
3534203;Orindiúva;2,78
1505304;Oriximiná;9,92
5215306;Orizona;7,57
3145877;Orizânia;9,3
4211702;Orleans;36,19
3534302;Orlândia;9,93
2609709;Orobó;14,71
2609808;Orocó;8,04
4117305;Ortigueira;9,42
2309508;Orós;11,99
3534401;Osasco;58,48
3534500;Oscar Bressane;0
3534609;Osvaldo Cruz;28,13
4313508;Osório;33,41
4211751;Otacílio Costa;7,7
2609907;Ouricuri;14,29
1505437;Ourilândia do Norte;16,44
3534708;Ourinhos;29,62
4117404;Ourizona;8,1
2923308;Ouriçangas;6,17
4211801;Ouro;0,8
2408508;Ouro Branco;0
2706109;Ouro Branco;58,82
3145901;Ouro Branco;14,91
3146008;Ouro Fino;26,7
3146107;Ouro Preto;9,64
1100155;Ouro Preto do Oeste;22,41
2510600;Ouro Velho;0
3534807;Ouro Verde;6,44
4211850;Ouro Verde;0
5215405;Ouro Verde de Goiás;27,96
3146206;Ouro Verde de Minas;0
4117453;Ouro Verde do Oeste;4,59
3534757;Ouroeste;3,98
2923357;Ourolândia;5,57
1505403;Ourém;0,52
5215504;Ouvidor;3,97
3534906;Pacaembu;29,2
2309607;Pacajus;17,57
1505486;Pacajá;12,54
1400456;Pacaraima;12,44
2309706;Pacatuba;26,49
2804904;Pacatuba;0
2309805;Pacoti;6,46
2309904;Pacujá;5,85
5215603;Padre Bernardo;12,4
3146255;Padre Carvalho;5,32
2207207;Padre Marcos;1,56
3146305;Padre Paraíso;9,69
2207306;Paes Landim;0
3146552;Pai Pedro;0
4211876;Paial;0
4313607;Paim Filho;3,36
3146404;Paineiras;18,21
4211892;Painel;3,5
3146503;Pains;2,79
3146602;Paiva;0
4117503;Paiçandu;15,02
2207355;Pajeú do Piauí;8,13
2706208;Palestina;0
3535002;Palestina;2,1
5215652;Palestina de Goiás;0
1505494;Palestina do Pará;0
2310001;Palhano;1,13
4211900;Palhoça;64,23
3146701;Palma;8,23
4212007;Palma Sola;4,98
2610004;Palmares;21,07
3535101;Palmares Paulista;10,61
4313656;Palmares do Sul;36,07
1721000;Palmas;12,86
4117602;Palmas;17,3
2923407;Palmas de Monte Alto;3,5
4117701;Palmeira;11,58
4212056;Palmeira;0
3535200;Palmeira d'Oeste;82,01
4313706;Palmeira das Missões;33,93
2207405;Palmeira do Piauí;1,6
2706307;Palmeira dos Índios;17,04
2207504;Palmeirais;0
1715705;Palmeirante;10,98
2923506;Palmeiras;8
5215702;Palmeiras de Goiás;24,42
1713809;Palmeiras do Tocantins;0
2610103;Palmeirina;2,73
2107605;Palmeirândia;10,98
1715754;Palmeirópolis;17
5215801;Palmelo;9,48
5215900;Palminópolis;2,3
3535309;Palmital;18,38
4117800;Palmital;16,74
4313805;Palmitinho;37,52
4212106;Palmitos;10,28
2310100;Palmácia;11,66
3146750;Palmópolis;10,22
4117909;Palotina;15,18
4313904;Panambi;15,37
5216007;Panamá;0
3204005;Pancas;46,15
2610202;Panelas;8,19
3535408;Panorama;16,6
4313953;Pantano Grande;12,11
3146909;Papagaios;13,79
4212205;Papanduva;14,46
2207553;Paquetá;0
3303609;Paracambi;11,15
3147006;Paracatu;10,53
2310209;Paracuru;15,78
1505502;Paragominas;13,15
3147204;Paraguaçu;18,77
3535507;Paraguaçu Paulista;12
2107704;Paraibano;15,5
3535606;Paraibuna;1
2310258;Paraipaba;13,84
3147303;Paraisópolis;12,54
2310308;Parambu;4,14
2923605;Paramirim;9,83
2310407;Paramoti;23,72
4118105;Paranacity;3,68
4118204;Paranaguá;9,71
5216304;Paranaiguara;29,67
3535804;Paranapanema;2,56
4118303;Paranapoema;0
3535903;Paranapuã;0
2610301;Paranatama;5,15
5106307;Paranatinga;12,39
4118402;Paranavaí;33,66
5006309;Paranaíba;26,31
5106299;Paranaíta;8,26
5006358;Paranhos;12,35
2408607;Paraná;0
1716208;Paranã;5,86
3147402;Paraopeba;18,91
3536000;Parapuã;0,56
2510659;Parari;0
2923704;Paratinga;2,33
3303807;Paraty;21,23
1505536;Parauapebas;11,14
2408805;Parazinho;1,82
4314001;Paraí;5,32
3303708;Paraíba do Sul;11,31
3535705;Paraíso;4,05
4212239;Paraíso;4,08
5006275;Paraíso das Águas;2,15
4118006;Paraíso do Norte;8,52
4314027;Paraíso do Sul;8,88
1716109;Paraíso do Tocantins;19,86
2408706;Paraú;0
5216403;Paraúna;4,84
3536109;Pardinho;3,25
4314035;Pareci Novo;1,09
1101450;Parecis;10,68
2408904;Parelhas;16,7
2706422;Pariconha;0
1303403;Parintins;14,87
2923803;Paripiranga;33,38
2706448;Paripueira;52,81
3536208;Pariquera-Açu;9,02
3536257;Parisi;0
2207603;Parnaguá;0
2403251;Parnamirim;8,8
2610400;Parnamirim;9,35
2107803;Parnarama;3,25
2207702;Parnaíba;37,16
4314050;Parobé;13,62
3147105;Pará de Minas;20,6
3147600;Passa Quatro;19,88
4314068;Passa Sete;0
3147709;Passa Tempo;1,29
2409100;Passa e Fica;25,32
3147808;Passa-Vinte;18,21
3147501;Passabém;0
2409209;Passagem;0
2510709;Passagem;0
2107902;Passagem Franca;8,45
2207751;Passagem Franca do Piauí;0
2610509;Passira;3,6
4314100;Passo Fundo;113,39
2706505;Passo de Camaragibe;0
4212254;Passo de Torres;12,03
4314076;Passo do Sobrado;2,88
3147907;Passos;26,54
4212270;Passos Maia;11,26
2108009;Pastos Bons;10,52
3147956;Patis;0
4118451;Pato Bragado;15,71
4118501;Pato Branco;61,83
2510808;Patos;22,35
3148004;Patos de Minas;23,45
2207777;Patos do Piauí;0
3148103;Patrocínio;24,74
3536307;Patrocínio Paulista;4,15
3148202;Patrocínio do Muriaé;6,62
2409308;Patu;6,1
3303856;Paty do Alferes;8,17
2923902;Pau Brasil;26,35
2207793;Pau D'Arco do Piauí;0
1505551;Pau d'Arco;45,72
1716307;Pau d'Arco;26,05
2409407;Pau dos Ferros;88,1
2610608;Paudalho;17,15
1303502;Pauini;0
3148301;Paula Cândido;4,4
4118600;Paula Freitas;6,93
3536406;Paulicéia;11,87
2108058;Paulino Neves;41,63
2510907;Paulista;1,73
2610707;Paulista;16,3
2207801;Paulistana;49,92
3148400;Paulistas;1,85
3536570;Paulistânia;0
2924009;Paulo Afonso;22,31
4314134;Paulo Bento;0
4118709;Paulo Frontin;16,32
2706604;Paulo Jacinto;0
4212304;Paulo Lopes;39,57
2108108;Paulo Ramos;2,8
3536604;Paulo de Faria;8,38
3536505;Paulínia;11,47
4314159;Paverama;3,12
2207850;Pavussu;2,58
3148509;Pavão;3,67
2107506;Paço do Lumiar;32,62
4118808;Peabiru;4,41
3536703;Pederneiras;8,35
2610806;Pedra;16,39
3148707;Pedra Azul;24,19
3536802;Pedra Bela;0
3148756;Pedra Bonita;0
2310506;Pedra Branca;11,72
2511004;Pedra Branca;0
1600154;Pedra Branca do Amapari;0
3149002;Pedra Dourada;2,44
2409506;Pedra Grande;5,38
2511103;Pedra Lavrada;0
